case_name,run_ref,model,process_time,preprocess_time,read_time,write_time,outfile_openings,outfile_seeks,infile_openings,infile_seeks,max_voxels,success
case 2_1,1,keep,319.094429731369,0.011327981948852539,222.76035737991333,38.97118043899536,100,0,64,0,7958671875,True
