CMDLINE /home/user/miniconda3/envs/thesis/bin/python3.7 repartition_experiments/experiment.py repartition_experiments/local_paths_config.json repartition_experiments/mid_cases_config.json keep 'case 1_3'
MEM 1.796875 1595008025.2595
MEM 23.632812 1595008025.3599
MEM 36.917969 1595008025.4601
MEM 63.781250 1595008025.5604
MEM 74.648438 1595008025.6607
MEM 76.855469 1595008025.7612
MEM 76.855469 1595008025.8615
MEM 76.855469 1595008025.9620
MEM 76.855469 1595008026.0623
MEM 76.855469 1595008026.1627
MEM 76.855469 1595008026.2633
MEM 76.855469 1595008026.3641
MEM 76.855469 1595008026.4647
MEM 76.855469 1595008026.5654
MEM 76.855469 1595008026.6660
MEM 76.855469 1595008026.7668
MEM 76.855469 1595008026.8674
MEM 76.855469 1595008026.9680
MEM 76.855469 1595008027.0687
MEM 76.855469 1595008027.1694
MEM 76.855469 1595008027.2701
MEM 76.855469 1595008027.3709
MEM 76.855469 1595008027.4714
MEM 76.855469 1595008027.5720
MEM 76.855469 1595008027.6725
MEM 76.855469 1595008027.7732
MEM 76.855469 1595008027.8740
MEM 76.855469 1595008027.9748
MEM 76.855469 1595008028.0754
MEM 76.855469 1595008028.1760
MEM 76.855469 1595008028.2767
MEM 76.855469 1595008028.3771
MEM 76.855469 1595008028.4774
MEM 76.855469 1595008028.5777
MEM 77.734375 1595008028.6780
MEM 78.234375 1595008028.7783
MEM 78.234375 1595008028.8785
MEM 78.234375 1595008028.9789
MEM 78.488281 1595008029.0791
MEM 78.488281 1595008029.1794
MEM 78.488281 1595008029.2796
MEM 78.488281 1595008029.3798
MEM 79.984375 1595008029.4801
MEM 80.234375 1595008029.5804
MEM 80.125000 1595008029.6807
MEM 80.125000 1595008029.7811
MEM 80.125000 1595008029.8817
MEM 80.125000 1595008029.9824
MEM 81.710938 1595008030.0830
MEM 94.742188 1595008030.1838
MEM 96.523438 1595008030.2842
MEM 96.523438 1595008030.3846
MEM 96.523438 1595008030.4849
MEM 96.578125 1595008030.5852
MEM 96.578125 1595008030.6856
MEM 96.578125 1595008030.7862
MEM 88.855469 1595008030.8868
MEM 95.371094 1595008030.9871
MEM 104.117188 1595008031.0875
MEM 104.117188 1595008031.1879
MEM 121.125000 1595008031.2883
MEM 121.125000 1595008031.3886
MEM 121.125000 1595008031.4888
MEM 121.125000 1595008031.5890
MEM 121.125000 1595008031.6893
MEM 121.125000 1595008031.7897
MEM 121.125000 1595008031.8900
MEM 121.125000 1595008031.9903
MEM 121.125000 1595008032.0906
MEM 121.125000 1595008032.1909
MEM 121.125000 1595008032.2912
MEM 121.125000 1595008032.3915
MEM 121.125000 1595008032.4918
MEM 121.125000 1595008032.5920
MEM 121.125000 1595008032.6924
MEM 121.125000 1595008032.7928
MEM 121.125000 1595008032.8930
MEM 121.125000 1595008032.9933
MEM 127.953125 1595008033.0937
MEM 127.953125 1595008033.1939
MEM 127.953125 1595008033.2942
MEM 127.953125 1595008033.3945
MEM 127.953125 1595008033.4947
MEM 127.953125 1595008033.5950
MEM 127.953125 1595008033.6955
MEM 127.953125 1595008033.7959
MEM 127.953125 1595008033.8962
MEM 127.953125 1595008033.9966
MEM 129.500000 1595008034.0969
MEM 129.500000 1595008034.1972
MEM 129.500000 1595008034.2975
MEM 129.500000 1595008034.3977
MEM 134.785156 1595008034.4980
MEM 134.785156 1595008034.5983
MEM 134.785156 1595008034.6987
MEM 134.785156 1595008034.7990
MEM 134.785156 1595008034.8993
MEM 134.785156 1595008034.9995
MEM 142.136719 1595008035.0998
MEM 142.136719 1595008035.2000
MEM 142.136719 1595008035.3002
MEM 142.136719 1595008035.4005
MEM 142.136719 1595008035.5008
MEM 142.136719 1595008035.6010
MEM 142.136719 1595008035.7013
MEM 142.136719 1595008035.8017
MEM 142.136719 1595008035.9020
MEM 142.136719 1595008036.0022
MEM 142.136719 1595008036.1029
MEM 142.136719 1595008036.2035
MEM 142.136719 1595008036.3041
MEM 142.136719 1595008036.4044
MEM 142.136719 1595008036.5046
MEM 142.136719 1595008036.6049
MEM 143.164062 1595008036.7052
MEM 143.164062 1595008036.8055
MEM 143.164062 1595008036.9057
MEM 143.164062 1595008037.0060
MEM 143.164062 1595008037.1062
MEM 143.164062 1595008037.2067
MEM 143.164062 1595008037.3070
MEM 143.164062 1595008037.4073
MEM 143.164062 1595008037.5075
MEM 143.164062 1595008037.6077
MEM 143.164062 1595008037.7080
MEM 143.164062 1595008037.8083
MEM 143.164062 1595008037.9086
MEM 143.164062 1595008038.0088
MEM 143.164062 1595008038.1090
MEM 143.164062 1595008038.2092
MEM 143.164062 1595008038.3094
MEM 143.164062 1595008038.4100
MEM 143.164062 1595008038.5103
MEM 143.164062 1595008038.6105
MEM 143.164062 1595008038.7107
MEM 143.164062 1595008038.8110
MEM 143.164062 1595008038.9113
MEM 143.164062 1595008039.0117
MEM 143.164062 1595008039.1124
MEM 143.164062 1595008039.2130
MEM 146.449219 1595008039.3137
MEM 146.449219 1595008039.4139
MEM 146.449219 1595008039.5142
MEM 146.449219 1595008039.6144
MEM 146.449219 1595008039.7146
MEM 146.449219 1595008039.8150
MEM 146.449219 1595008039.9153
MEM 146.449219 1595008040.0156
MEM 146.449219 1595008040.1160
MEM 146.449219 1595008040.2163
MEM 146.449219 1595008040.3166
MEM 146.449219 1595008040.4168
MEM 146.449219 1595008040.5170
MEM 146.449219 1595008040.6174
MEM 146.449219 1595008040.7177
MEM 146.449219 1595008040.8180
MEM 146.449219 1595008040.9185
MEM 146.449219 1595008041.0190
MEM 146.449219 1595008041.1210
MEM 146.449219 1595008041.2214
MEM 146.449219 1595008041.3217
MEM 146.449219 1595008041.4220
MEM 146.449219 1595008041.5223
MEM 146.449219 1595008041.6227
MEM 146.449219 1595008041.7230
MEM 146.449219 1595008041.8233
MEM 146.449219 1595008041.9236
MEM 146.449219 1595008042.0239
MEM 146.449219 1595008042.1241
MEM 158.152344 1595008042.2244
MEM 158.152344 1595008042.3247
MEM 158.152344 1595008042.4250
MEM 158.152344 1595008042.5253
MEM 158.152344 1595008042.6256
MEM 158.152344 1595008042.7260
MEM 158.152344 1595008042.8263
MEM 158.152344 1595008042.9266
MEM 158.152344 1595008043.0270
MEM 158.152344 1595008043.1273
MEM 158.152344 1595008043.2276
MEM 158.152344 1595008043.3279
MEM 158.152344 1595008043.4282
MEM 165.957031 1595008043.5287
MEM 167.957031 1595008043.6290
MEM 167.957031 1595008043.7292
MEM 167.957031 1595008043.8296
MEM 167.957031 1595008043.9299
MEM 167.957031 1595008044.0302
MEM 167.957031 1595008044.1306
MEM 167.957031 1595008044.2310
MEM 167.957031 1595008044.3313
MEM 167.957031 1595008044.4316
MEM 167.957031 1595008044.5320
MEM 167.957031 1595008044.6323
MEM 167.957031 1595008044.7329
MEM 167.957031 1595008044.8332
MEM 167.957031 1595008044.9335
MEM 167.957031 1595008045.0338
MEM 167.957031 1595008045.1340
MEM 167.957031 1595008045.2343
MEM 167.957031 1595008045.3345
MEM 167.957031 1595008045.4348
MEM 167.957031 1595008045.5350
MEM 167.957031 1595008045.6352
MEM 167.957031 1595008045.7356
MEM 167.957031 1595008045.8359
MEM 167.957031 1595008045.9362
MEM 167.957031 1595008046.0365
MEM 167.957031 1595008046.1367
MEM 167.957031 1595008046.2371
MEM 167.957031 1595008046.3374
MEM 167.957031 1595008046.4377
MEM 167.957031 1595008046.5380
MEM 134.519531 1595008046.6383
MEM 134.519531 1595008046.7386
MEM 144.058594 1595008046.8389
MEM 149.585938 1595008046.9392
MEM 149.585938 1595008047.0394
MEM 154.867188 1595008047.1397
MEM 167.816406 1595008047.2400
MEM 167.816406 1595008047.3403
MEM 167.816406 1595008047.4405
MEM 167.816406 1595008047.5408
MEM 167.816406 1595008047.6410
MEM 167.816406 1595008047.7413
MEM 167.816406 1595008047.8417
MEM 167.816406 1595008047.9420
MEM 167.816406 1595008048.0423
MEM 167.816406 1595008048.1426
MEM 167.816406 1595008048.2430
MEM 167.816406 1595008048.3432
MEM 167.816406 1595008048.4435
MEM 167.816406 1595008048.5438
MEM 167.816406 1595008048.6440
MEM 167.816406 1595008048.7443
MEM 167.816406 1595008048.8446
MEM 167.816406 1595008048.9449
MEM 167.816406 1595008049.0453
MEM 167.816406 1595008049.1456
MEM 167.816406 1595008049.2459
MEM 167.816406 1595008049.3462
MEM 167.816406 1595008049.4465
MEM 167.816406 1595008049.5469
MEM 174.835938 1595008049.6475
MEM 174.835938 1595008049.7480
MEM 174.835938 1595008049.8484
MEM 174.835938 1595008049.9487
MEM 174.835938 1595008050.0492
MEM 174.835938 1595008050.1495
MEM 174.835938 1595008050.2498
MEM 174.835938 1595008050.3500
MEM 174.835938 1595008050.4504
MEM 174.835938 1595008050.5508
MEM 174.835938 1595008050.6512
MEM 174.835938 1595008050.7515
MEM 179.925781 1595008050.8519
MEM 179.925781 1595008050.9522
MEM 179.925781 1595008051.0525
MEM 179.925781 1595008051.1528
MEM 179.925781 1595008051.2530
MEM 179.925781 1595008051.3532
MEM 179.925781 1595008051.4537
MEM 181.730469 1595008051.5542
MEM 181.730469 1595008051.6545
MEM 181.730469 1595008051.7547
MEM 181.730469 1595008051.8550
MEM 181.730469 1595008051.9552
MEM 181.730469 1595008052.0555
MEM 181.730469 1595008052.1558
MEM 181.730469 1595008052.2560
MEM 181.730469 1595008052.3563
MEM 181.730469 1595008052.4566
MEM 181.730469 1595008052.5569
MEM 181.730469 1595008052.6571
MEM 181.730469 1595008052.7573
MEM 181.730469 1595008052.8576
MEM 181.730469 1595008052.9578
MEM 181.730469 1595008053.0580
MEM 181.730469 1595008053.1582
MEM 181.730469 1595008053.2584
MEM 181.730469 1595008053.3587
MEM 181.730469 1595008053.4591
MEM 181.730469 1595008053.5595
MEM 181.730469 1595008053.6598
MEM 181.730469 1595008053.7601
MEM 181.730469 1595008053.8603
MEM 181.730469 1595008053.9606
MEM 181.730469 1595008054.0609
MEM 181.730469 1595008054.1614
MEM 181.730469 1595008054.2617
MEM 181.730469 1595008054.3620
MEM 181.730469 1595008054.4623
MEM 181.730469 1595008054.5626
MEM 181.730469 1595008054.6628
MEM 181.730469 1595008054.7630
MEM 181.730469 1595008054.8633
MEM 181.730469 1595008054.9636
MEM 181.730469 1595008055.0639
MEM 181.730469 1595008055.1642
MEM 181.730469 1595008055.2644
MEM 181.730469 1595008055.3646
MEM 181.730469 1595008055.4650
MEM 181.730469 1595008055.5653
MEM 181.730469 1595008055.6656
MEM 181.730469 1595008055.7660
MEM 181.730469 1595008055.8664
MEM 181.730469 1595008055.9668
MEM 181.730469 1595008056.0673
MEM 181.730469 1595008056.1676
MEM 181.730469 1595008056.2679
MEM 193.390625 1595008056.3682
MEM 193.390625 1595008056.4685
MEM 193.390625 1595008056.5688
MEM 193.390625 1595008056.6692
MEM 193.390625 1595008056.7695
MEM 193.390625 1595008056.8698
MEM 193.390625 1595008056.9700
MEM 193.390625 1595008057.0703
MEM 193.390625 1595008057.1705
MEM 193.390625 1595008057.2708
MEM 193.390625 1595008057.3711
MEM 193.390625 1595008057.4713
MEM 193.390625 1595008057.5715
MEM 193.390625 1595008057.6718
MEM 193.390625 1595008057.7751
MEM 193.390625 1595008057.8754
MEM 193.390625 1595008057.9757
MEM 193.390625 1595008058.0759
MEM 193.390625 1595008058.1763
MEM 193.390625 1595008058.2766
MEM 193.390625 1595008058.3770
MEM 198.671875 1595008058.4774
MEM 199.703125 1595008058.5777
MEM 199.703125 1595008058.6780
MEM 199.703125 1595008058.7782
MEM 199.703125 1595008058.8785
MEM 199.703125 1595008058.9788
MEM 199.703125 1595008059.0790
MEM 199.703125 1595008059.1793
MEM 199.703125 1595008059.2795
MEM 199.703125 1595008059.3798
MEM 199.703125 1595008059.4801
MEM 199.703125 1595008059.5803
MEM 199.703125 1595008059.6806
MEM 199.703125 1595008059.7808
MEM 199.703125 1595008059.8811
MEM 199.703125 1595008059.9814
MEM 199.703125 1595008060.0817
MEM 199.703125 1595008060.1819
MEM 199.703125 1595008060.2822
MEM 199.703125 1595008060.3825
MEM 199.703125 1595008060.4827
MEM 199.703125 1595008060.5830
MEM 199.703125 1595008060.6832
MEM 199.703125 1595008060.7835
MEM 199.703125 1595008060.8840
MEM 199.703125 1595008060.9844
MEM 199.703125 1595008061.0847
MEM 199.703125 1595008061.1850
MEM 199.703125 1595008061.2853
MEM 199.703125 1595008061.3856
MEM 205.246094 1595008061.4859
MEM 205.246094 1595008061.5862
MEM 205.246094 1595008061.6866
MEM 205.246094 1595008061.7870
MEM 205.246094 1595008061.8873
MEM 205.246094 1595008061.9876
MEM 205.246094 1595008062.0881
MEM 205.246094 1595008062.1884
MEM 205.246094 1595008062.2887
MEM 205.246094 1595008062.3890
MEM 205.246094 1595008062.4894
MEM 205.246094 1595008062.5897
MEM 205.246094 1595008062.6900
MEM 205.246094 1595008062.7904
MEM 205.246094 1595008062.8906
MEM 205.246094 1595008062.9911
MEM 205.246094 1595008063.0914
MEM 205.246094 1595008063.1917
MEM 205.246094 1595008063.2920
MEM 205.246094 1595008063.3922
MEM 205.246094 1595008063.4926
MEM 205.246094 1595008063.5929
MEM 205.246094 1595008063.6931
MEM 205.246094 1595008063.7937
MEM 210.527344 1595008063.8940
MEM 212.589844 1595008063.9943
MEM 212.589844 1595008064.0946
MEM 212.589844 1595008064.1950
MEM 212.589844 1595008064.2952
MEM 212.589844 1595008064.3955
MEM 212.589844 1595008064.4958
MEM 212.589844 1595008064.5962
MEM 212.589844 1595008064.6964
MEM 212.589844 1595008064.7967
MEM 212.589844 1595008064.8969
MEM 212.589844 1595008064.9971
MEM 212.589844 1595008065.0974
MEM 212.589844 1595008065.1976
MEM 212.589844 1595008065.2979
MEM 212.589844 1595008065.3982
MEM 212.589844 1595008065.4984
MEM 212.589844 1595008065.5989
MEM 212.589844 1595008065.6993
MEM 212.589844 1595008065.7996
MEM 212.589844 1595008065.8999
MEM 212.589844 1595008066.0003
MEM 212.589844 1595008066.1006
MEM 212.589844 1595008066.2010
MEM 212.589844 1595008066.3014
MEM 212.589844 1595008066.4017
MEM 212.589844 1595008066.5020
MEM 219.878906 1595008066.6023
MEM 219.878906 1595008066.7026
MEM 219.878906 1595008066.8029
MEM 219.878906 1595008066.9031
MEM 219.878906 1595008067.0034
MEM 219.878906 1595008067.1037
MEM 219.878906 1595008067.2040
MEM 219.878906 1595008067.3043
MEM 219.878906 1595008067.4045
MEM 219.878906 1595008067.5048
MEM 219.878906 1595008067.6050
MEM 219.878906 1595008067.7053
MEM 219.878906 1595008067.8057
MEM 219.878906 1595008067.9060
MEM 219.878906 1595008068.0063
