CMDLINE /home/user/miniconda3/envs/thesis/bin/python3.7 repartition_experiments/experiment.py repartition_experiments/local_paths_config.json repartition_experiments/mid_cases_config.json keep 'case 1_3'
MEM 1.796875 1594916359.1866
MEM 22.792969 1594916359.2870
MEM 36.179688 1594916359.3873
MEM 46.109375 1594916359.4876
MEM 65.070312 1594916359.5877
MEM 71.359375 1594916359.6880
MEM 75.062500 1594916359.7884
MEM 75.062500 1594916359.8891
MEM 75.062500 1594916359.9897
MEM 75.062500 1594916360.0901
MEM 75.062500 1594916360.1906
MEM 75.062500 1594916360.2912
MEM 75.062500 1594916360.3919
MEM 75.062500 1594916360.4926
MEM 75.062500 1594916360.5933
MEM 75.062500 1594916360.6940
MEM 75.062500 1594916360.7948
MEM 75.062500 1594916360.8955
MEM 75.062500 1594916360.9962
MEM 75.062500 1594916361.0965
MEM 75.062500 1594916361.1971
MEM 75.062500 1594916361.2977
MEM 75.062500 1594916361.3984
MEM 75.062500 1594916361.4991
MEM 75.062500 1594916361.5999
MEM 75.062500 1594916361.7005
MEM 75.062500 1594916361.8012
MEM 75.062500 1594916361.9020
MEM 75.062500 1594916362.0023
MEM 75.062500 1594916362.1029
MEM 75.062500 1594916362.2037
MEM 75.062500 1594916362.3042
MEM 75.062500 1594916362.4050
MEM 75.062500 1594916362.5057
MEM 75.062500 1594916362.6064
MEM 75.062500 1594916362.7070
MEM 75.062500 1594916362.8074
MEM 75.062500 1594916362.9077
MEM 75.062500 1594916363.0080
MEM 75.062500 1594916363.1083
MEM 75.062500 1594916363.2087
MEM 75.062500 1594916363.3090
MEM 76.613281 1594916363.4093
MEM 76.863281 1594916363.5096
MEM 76.863281 1594916363.6099
MEM 76.863281 1594916363.7101
MEM 76.863281 1594916363.8104
MEM 76.863281 1594916363.9107
MEM 77.117188 1594916364.0109
MEM 77.117188 1594916364.1112
MEM 78.613281 1594916364.2115
MEM 78.863281 1594916364.3129
MEM 78.480469 1594916364.4131
MEM 84.824219 1594916364.5134
MEM 94.824219 1594916364.6138
MEM 94.832031 1594916364.7141
MEM 99.343750 1594916364.8145
MEM 110.089844 1594916364.9150
MEM 117.367188 1594916365.0153
MEM 117.367188 1594916365.1156
MEM 129.171875 1594916365.2159
MEM 132.695312 1594916365.3162
MEM 132.695312 1594916365.4165
MEM 132.695312 1594916365.5167
MEM 141.726562 1594916365.6170
MEM 147.957031 1594916365.7174
MEM 147.957031 1594916365.8178
MEM 150.214844 1594916365.9182
MEM 162.703125 1594916366.0187
MEM 163.218750 1594916366.1191
MEM 163.218750 1594916366.2193
MEM 163.218750 1594916366.3196
MEM 176.765625 1594916366.4199
MEM 178.546875 1594916366.5202
MEM 178.546875 1594916366.6205
MEM 181.320312 1594916366.7209
MEM 193.808594 1594916366.8214
MEM 193.808594 1594916366.9217
MEM 193.808594 1594916367.0220
MEM 193.808594 1594916367.1222
MEM 207.808594 1594916367.2228
MEM 209.070312 1594916367.3233
MEM 209.843750 1594916367.4236
MEM 224.398438 1594916367.5241
MEM 224.398438 1594916367.6245
MEM 224.398438 1594916367.7248
MEM 239.660156 1594916367.8253
MEM 239.660156 1594916367.9256
MEM 239.660156 1594916368.0259
MEM 245.464844 1594916368.1265
MEM 254.730469 1594916368.2268
MEM 254.730469 1594916368.3271
MEM 254.730469 1594916368.4274
MEM 270.019531 1594916368.5278
MEM 270.019531 1594916368.6281
MEM 278.507812 1594916368.7284
MEM 285.253906 1594916368.8288
MEM 285.253906 1594916368.9292
MEM 285.253906 1594916369.0295
MEM 299.058594 1594916369.1299
MEM 300.582031 1594916369.2302
MEM 300.582031 1594916369.3305
MEM 300.582031 1594916369.4308
MEM 313.613281 1594916369.5311
MEM 315.843750 1594916369.6316
MEM 315.843750 1594916369.7319
MEM 324.101562 1594916369.8322
MEM 331.105469 1594916369.9327
MEM 331.105469 1594916370.0330
MEM 331.105469 1594916370.1333
MEM 338.652344 1594916370.2338
MEM 340.652344 1594916370.3345
MEM 340.652344 1594916370.4348
MEM 340.652344 1594916370.5354
MEM 346.433594 1594916370.6357
MEM 346.433594 1594916370.7360
MEM 346.433594 1594916370.8363
MEM 359.207031 1594916370.9366
MEM 361.695312 1594916371.0369
MEM 361.695312 1594916371.1372
MEM 376.507812 1594916371.2375
MEM 376.765625 1594916371.3380
MEM 376.765625 1594916371.4384
MEM 376.765625 1594916371.5387
MEM 388.054688 1594916371.6391
MEM 392.054688 1594916371.7394
MEM 392.054688 1594916371.8397
MEM 392.054688 1594916371.9399
MEM 406.781250 1594916372.0403
MEM 407.289062 1594916372.1406
MEM 407.289062 1594916372.2410
MEM 421.328125 1594916372.3414
MEM 422.617188 1594916372.4419
MEM 422.617188 1594916372.5422
MEM 433.648438 1594916372.6425
MEM 437.878906 1594916372.7427
MEM 442.136719 1594916372.8430
MEM 453.140625 1594916372.9433
MEM 453.140625 1594916373.0436
MEM 453.140625 1594916373.1439
MEM 453.140625 1594916373.2445
MEM 468.468750 1594916373.3448
MEM 468.468750 1594916373.4451
MEM 477.242188 1594916373.5455
MEM 483.730469 1594916373.6459
MEM 483.730469 1594916373.7461
MEM 483.730469 1594916373.8464
MEM 495.730469 1594916373.9467
MEM 498.992188 1594916374.0470
MEM 498.992188 1594916374.1473
MEM 512.281250 1594916374.2477
MEM 514.320312 1594916374.3481
MEM 514.320312 1594916374.4484
MEM 514.320312 1594916374.5488
MEM 524.835938 1594916374.6495
MEM 529.582031 1594916374.7500
MEM 529.582031 1594916374.8503
MEM 541.386719 1594916374.9507
MEM 544.652344 1594916375.0510
MEM 544.652344 1594916375.1513
MEM 559.941406 1594916375.2519
MEM 559.941406 1594916375.3522
MEM 559.941406 1594916375.4525
MEM 559.941406 1594916375.5528
MEM 575.175781 1594916375.6532
MEM 575.175781 1594916375.7534
MEM 575.175781 1594916375.8537
MEM 582.980469 1594916375.9541
MEM 584.980469 1594916376.0547
MEM 584.980469 1594916376.1554
MEM 590.503906 1594916376.2557
MEM 590.503906 1594916376.3560
MEM 590.503906 1594916376.4563
MEM 593.535156 1594916376.5567
MEM 599.535156 1594916376.6574
MEM 599.535156 1594916376.7581
MEM 605.535156 1594916376.8588
MEM 605.535156 1594916376.9593
MEM 605.535156 1594916377.0600
MEM 605.765625 1594916377.1606
MEM 605.765625 1594916377.2608
MEM 605.765625 1594916377.3612
MEM 606.023438 1594916377.4615
MEM 614.023438 1594916377.5621
MEM 616.023438 1594916377.6627
MEM 620.769531 1594916377.7636
MEM 621.027344 1594916377.8640
MEM 621.027344 1594916377.9643
MEM 626.574219 1594916378.0646
MEM 630.574219 1594916378.1651
MEM 634.574219 1594916378.2658
MEM 634.574219 1594916378.3665
MEM 636.355469 1594916378.4671
MEM 636.355469 1594916378.5675
MEM 639.128906 1594916378.6678
MEM 645.128906 1594916378.7684
MEM 645.128906 1594916378.8690
MEM 647.128906 1594916378.9697
MEM 647.128906 1594916379.0704
MEM 647.128906 1594916379.1710
MEM 647.128906 1594916379.2717
MEM 649.128906 1594916379.3724
MEM 649.128906 1594916379.4730
MEM 649.128906 1594916379.5737
MEM 651.617188 1594916379.6740
MEM 666.945312 1594916379.7743
MEM 666.945312 1594916379.8746
MEM 666.945312 1594916379.9749
MEM 682.207031 1594916380.0752
MEM 682.207031 1594916380.1756
MEM 682.207031 1594916380.2759
MEM 697.468750 1594916380.3761
MEM 697.468750 1594916380.4765
MEM 697.468750 1594916380.5767
MEM 697.468750 1594916380.6770
MEM 711.015625 1594916380.7773
MEM 712.539062 1594916380.8776
MEM 712.539062 1594916380.9780
MEM 712.539062 1594916381.0784
MEM 725.570312 1594916381.1788
MEM 727.800781 1594916381.2792
MEM 727.800781 1594916381.3795
MEM 727.800781 1594916381.4797
MEM 727.800781 1594916381.5800
MEM 736.058594 1594916381.6807
MEM 743.062500 1594916381.7811
MEM 743.062500 1594916381.8814
MEM 743.062500 1594916381.9817
MEM 757.617188 1594916382.0821
MEM 758.390625 1594916382.1826
MEM 758.390625 1594916382.2830
MEM 758.390625 1594916382.3833
MEM 773.652344 1594916382.4836
MEM 773.652344 1594916382.5839
MEM 773.652344 1594916382.6844
MEM 785.652344 1594916382.7847
MEM 788.914062 1594916382.8852
MEM 788.914062 1594916382.9855
MEM 798.203125 1594916383.0857
MEM 804.242188 1594916383.1860
MEM 804.242188 1594916383.2864
MEM 804.242188 1594916383.3867
MEM 804.242188 1594916383.4870
MEM 819.503906 1594916383.5874
MEM 819.503906 1594916383.6877
MEM 819.503906 1594916383.7880
MEM 834.316406 1594916383.8885
MEM 834.832031 1594916383.9888
MEM 834.832031 1594916384.0892
MEM 839.863281 1594916384.1899
MEM 849.863281 1594916384.2902
MEM 850.093750 1594916384.3905
MEM 864.351562 1594916384.4908
MEM 865.355469 1594916384.5913
MEM 850.136719 1594916384.6916
MEM 856.906250 1594916384.7922
MEM 850.132812 1594916384.8925
MEM 850.132812 1594916384.9928
MEM 850.132812 1594916385.0931
MEM 857.675781 1594916385.1935
MEM 865.265625 1594916385.2939
MEM 850.128906 1594916385.3942
MEM 857.660156 1594916385.4945
MEM 862.175781 1594916385.5948
MEM 850.125000 1594916385.6951
MEM 850.125000 1594916385.7953
MEM 855.152344 1594916385.8957
MEM 865.191406 1594916385.9963
MEM 850.125000 1594916386.0966
MEM 857.667969 1594916386.1969
MEM 850.121094 1594916386.2971
MEM 834.859375 1594916386.3975
MEM 842.390625 1594916386.4981
MEM 849.925781 1594916386.5985
MEM 849.925781 1594916386.6987
MEM 853.214844 1594916386.7990
MEM 857.718750 1594916386.8993
MEM 865.265625 1594916386.9996
MEM 850.117188 1594916387.1000
MEM 857.714844 1594916387.2003
MEM 865.250000 1594916387.3011
