case_name,run_ref,model,process_time,preprocess_time,read_time,write_time,outfile_openings,outfile_seeks,infile_openings,infile_seeks,max_voxels,success
case 2_4,4,baseline,14210.459613323212,0,2761.018968105316,5836.45858168602,0,4096000000,64000,0,0,True
