case_name,run_ref,model,process_time,preprocess_time,read_time,write_time,outfile_openings,outfile_seeks,infile_openings,infile_seeks,max_voxels,success
case 2_3,3,baseline,10270.026726484299,0,7696.385507583618,2542.5091881752014,0,1025025024,1000,0,0,True
