,case_name,run_ref,model,process_time,preprocess_time,read_time,write_time,outfile_openings,outfile_seeks,infile_openings,infile_seeks,max_voxels,success
0,case 2_0,0,baseline,275.5303852558136,0.0,222.34390020370483,53.07062125205994,0,56000,64,0,0,True
0,case 2_4,4,baseline,937.2592039108276,0.0,318.4908902645111,548.3237965106964,0,392000000,8000,0,0,True
0,case 2_3,3,baseline,511.1290130615234,0.0,250.86229753494263,250.2576532363892,0,196336576,1000,0,0,True
0,case 2_2,2,baseline,432.7829160690308,0.0,255.07049012184143,176.14661359786987,0,196000000,1000,0,0,True
0,case 2_5,5,keep,359.8846378326416,0.05773234367370605,258.523666381836,42.25918340682984,196,0,400,0,5766250000,True
0,case 2_6,6,baseline,311.38436794281006,0.0,221.42522859573364,89.0589280128479,0,210000,400,0,0,True
0,case 2_4,4,keep,684.7689096927643,8.259892225265503,388.9278426170349,74.87527298927306,2744,0,8000,0,2567750000,True
0,case 2_2,2,keep,405.68936920166016,0.13976263999938965,281.0114085674286,42.218997001647956,343,0,1000,0,5807000000,True
0,case 2_1,1,keep,319.094429731369,0.01132798194885254,222.76035737991333,38.97118043899536,100,0,64,0,7958671875,True
0,case 2_5,5,baseline,347.67003989219666,0.0,233.2835352420807,113.86679935455322,0,196000000,400,0,0,True
0,case 2_0,0,keep,281.78115463256836,0.004916191101074219,249.31221437454224,32.234971046447754,32,0,64,0,2679687500,True
0,case 2_6,6,keep,330.70509290695185,0.3642697334289551,232.9659116268158,60.7538959980011,700,0,400,0,673750000,True
0,case 2_3,3,keep,526.8828630447389,2.795356035232544,236.57590556144714,74.23150777816771,2744,0,1000,0,2567750000,True
0,case 2_1,1,baseline,314.85091519355774,0.0,220.50235867500302,94.10769271850586,0,73500048,64,0,0,True
